S.N.,Date,Reference/From where did they come to know about us?,comments
2838,21-Oct-24,Stall /program/Function,3 year ago planted a sitaphal plantation 
2839,21-Oct-24,Stall /program/Function,Water Problem 
2840,21-Oct-24,Stall /program/Function,Interested Farmer
2841,21-Oct-24,Stall /program/Function,Khajur
2842,21-Oct-24,Stall /program/Function,Near by paithan (Interested Farmer)
2843,21-Oct-24,Stall /program/Function,Called to iinformation about F4F
2844,21-Oct-24,Stall /program/Function,Mosambi 
2845,21-Oct-24,Stall /program/Function,promogranate
2846,21-Oct-24,Stall /program/Function,Called to iinformation about F4F
2847,21-Oct-24,Stall /program/Function,Farmers are saying that the soil in their is not good for growing fruit trees.
2848,21-Oct-24,Stall /program/Function,Interested Farmer
2849,21-Oct-24,Stall /program/Function,Interested Farmer
2850,21-Oct-24,Stall /program/Function,Interested Farmer
2851,21-Oct-24,Stall /program/Function,After Diwali plantation krna hai
2852,21-Oct-24,Stall /program/Function,Interested Farmer
2853,21-Oct-24,Stall /program/Function,Mango
2854,21-Oct-24,Stall /program/Function,Interested Farmer
2855,21-Oct-24,Stall /program/Function,Plantation done by F4F
2856,21-Oct-24,Stall /program/Function,"Bamboo,Sitaphal,Mango"
2857,22-Oct-24,Instagram,"Mango,Sitaphal(Not Resive)"
2858,22-Oct-24,Peer to Peer,Mango
2859,22-Oct-24,Stall /program/Function,Lemon 
2860,22-Oct-24,Stall /program/Function,Interested Farmer
2861,22-Oct-24,Stall /program/Function,Interested Farmer
2862,22-Oct-24,Stall /program/Function,Mosambi
2863,22-Oct-24,Stall /program/Function,Khud ka nursary hai
2864,22-Oct-24,Stall /program/Function,Plantation done by F4F
2865,22-Oct-24,Stall /program/Function,Mosambi
2866,22-Oct-24,Stall /program/Function,Not Interested this year
2867,22-Oct-24,Stall /program/Function,Interested Farmer
2868,22-Oct-24,Stall /program/Function,Not Descide
2869,22-Oct-24,Stall /program/Function,Mango
2870,22-Oct-24,Stall /program/Function,Not Descide
2871,22-Oct-24,Stall /program/Function,Interested Farmer
2872,22-Oct-24,Stall /program/Function, 8 year ago planted a mosambi plantation Just want a  Just want organic compost from F4F
2873,22-Oct-24,Stall /program/Function,Interesed Farmer
2874,22-Oct-24,Stall /program/Function,Jambul 
2875,22-Oct-24,Stall /program/Function, Interested to Agroforestry but Not Desided Fruits
2876,22-Oct-24,Stall /program/Function,Sitaphal
2877,22-Oct-24,Stall /program/Function,Sitaphal
2878,22-Oct-24,Stall /program/Function,Plantation done by F4F
2879,22-Oct-24,Stall /program/Function,Interesed Farmer
2880,22-Oct-24,Stall /program/Function,Interested Farmer
2881,22-Oct-24,Stall /program/Function,Sitaphal
2882,22-Oct-24,Stall /program/Function, Interested to Agroforestry but Not Desided Fruits
2883,22-Oct-24,Stall /program/Function,Interested Farmer
2884,22-Oct-24,Stall /program/Function,"Mosambi,Mango"
2885,22-Oct-24,Stall /program/Function,Interested Farmer
2886,22-Oct-24,Stall /program/Function,Mango
2887,22-Oct-24,Stall /program/Function,"Mango,Mosambi"
2888,23-Oct-24,Instagram,Interested Farmer
2889,23-Oct-24,F4F_Team,500 Acer land avilable for plantation
2890,23-Oct-24,Instagram,Interested Farmer
2891,23-Oct-24,Stall /program/Function,Interested Farmer
2892,23-Oct-24,Stall /program/Function,Interesed Farmer
2893,23-Oct-24,Stall /program/Function,Interested Farmer
2894,23-Oct-24,Stall /program/Function,Interested Farmer
2895,23-Oct-24,Stall /program/Function,Interested Farmer
2896,23-Oct-24,Stall /program/Function,Interested Farmer
2897,23-Oct-24,Stall /program/Function,Interested Faremer
2898,23-Oct-24,Stall /program/Function,Next year plantation krna hai
2899,23-Oct-24,Stall /program/Function,Mango Next year plantation krna hai 7875952712
2900,23-Oct-24,Stall /program/Function,Interested Farmer
2901,23-Oct-24,Stall /program/Function,Interested Farmer
2902,23-Oct-24,Stall /program/Function,"Mango,Jambul"
2903,23-Oct-24,Stall /program/Function,Mango
2904,23-Oct-24,Stall /program/Function,Interested Farmer
2905,23-Oct-24,Stall /program/Function,"Lemon,Mango"
2906,23-Oct-24,Stall /program/Function,Interested Farmer
2907,23-Oct-24,Stall /program/Function,Interested Farmer 
2908,23-Oct-24,Stall /program/Function,Mango
2909,23-Oct-24,Stall /program/Function,Plantation done by F4F
2910,23-Oct-24,Stall /program/Function,Plantation done by F4F
2911,23-Oct-24,Stall /program/Function,Not Descide
2912,23-Oct-24,Stall /program/Function,Guava
2913,23-Oct-24,Stall /program/Function,Next year plantation krna hai
2914,23-Oct-24,Stall /program/Function,Not Descide
2915,23-Oct-24,Stall /program/Function,Lemon 
2916,23-Oct-24,Stall /program/Function,Interested Farmer
2917,23-Oct-24,Stall /program/Function,Next year plantation krna hai
2918,23-Oct-24,Stall /program/Function,Mango
2919,23-Oct-24,Stall /program/Function,Dragen Fruit
2920,23-Oct-24,Stall /program/Function,"Mango,Jambul"
2921,23-Oct-24,Stall /program/Function,Dragen Fruit
2922,23-Oct-24,Stall /program/Function,Not Descide
2923,23-Oct-24,Stall /program/Function,Sitaphal
2924,23-Oct-24,Stall /program/Function,Interested Farmer
2925,24-Oct-24,Instagram,Niraj
2926,24-Oct-24,Instagram,Interested Farmer
2927,24-Oct-24,Instagram,Pomegranated
2928,24-Oct-24,Peer to Peer,Pomegranated
2929,24-Oct-24,Stall /program/Function,Interested Farmer
2930,24-Oct-24,Stall /program/Function,Mango
2931,24-Oct-24,Stall /program/Function,Next year plantation krna hai
2932,24-Oct-24,Stall /program/Function,Mango
2933,24-Oct-24,Stall /program/Function,Interested Farmer
2934,24-Oct-24,Stall /program/Function,Interested Farmer
2935,24-Oct-24,Stall /program/Function,Interested Farmer
2936,24-Oct-24,Stall /program/Function,Interested Farmer
2937,24-Oct-24,Stall /program/Function,Mango
2938,24-Oct-24,Stall /program/Function,Interested Farmer
2939,24-Oct-24,Stall /program/Function,Next year plantation krna hai
2940,24-Oct-24,Stall /program/Function,Interested Farmer
2941,24-Oct-24,Stall /program/Function,Next year plantation krna hai
2942,24-Oct-24,Stall /program/Function,Interested Farmer
2943,24-Oct-24,Stall /program/Function,Mango
2944,24-Oct-24,Stall /program/Function,Interested Farmer
2945,24-Oct-24,Stall /program/Function,Interested Farmer
2946,24-Oct-24,Stall /program/Function,"Sitaphal,Jambul"
2947,24-Oct-24,Stall /program/Function,Next year plantation krna hai
2948,24-Oct-24,Stall /program/Function,Jambul 
2949,24-Oct-24,Stall /program/Function,Interested Farmer
2950,24-Oct-24,Stall /program/Function,Interested Farmer
2951,24-Oct-24,Stall /program/Function,Banana
2952,24-Oct-24,Stall /program/Function,Not Descide
2953,24-Oct-24,Stall /program/Function,Water Problem 
2954,25-Oct-24,Instagram,Just want a guidence
2955,25-Oct-24,Instagram,F4F se is sal plantation kiya hai kuch qury tha to is liye office mai call kiya
2956,25-Oct-24,Instagram,There is no man power to maintain the plant after plantation
2957,25-Oct-24,Instagram,Interested Farmer
2958,25-Oct-24,Whatsapp,Mango
2959,25-Oct-24,Whatsapp,Not Descide
2960,25-Oct-24,Stall /program/Function,1000 plant lgane hai
2961,25-Oct-24,Stall /program/Function,Guava
2962,25-Oct-24,Stall /program/Function,Pomegranate
2963,25-Oct-24,Stall /program/Function,Interested Farmer
2964,25-Oct-24,Stall /program/Function,Interested Farmer
2965,25-Oct-24,Stall /program/Function,Mango
2966,25-Oct-24,Stall /program/Function,Next year plantation krna hai
2967,25-Oct-24,Stall /program/Function,"Mango,Sitaphal  "
2968,25-Oct-24,Stall /program/Function,Mango
2969,25-Oct-24,Stall /program/Function,"Mango,Mosambi"
2970,25-Oct-24,Stall /program/Function,Interested Farmer
2971,26-Oct-24,Instagram,Mango
2972,26-Oct-24,Instagram,Called to iinformation about F4F
2973,26-Oct-24,Instagram,Interested Farmer
2974,26-Oct-24,Instagram,Mango
2975,26-Oct-24,Instagram,Mango
2976,26-Oct-24,Instagram,Just Wanted to Compound
2977,26-Oct-24,Instagram,Sitaphal
2978,26-Oct-24,F4F_Team,"Lemon,Mango Mahesh sir se bat hui hai"
2979,26-Oct-24,Instagram,Bamboo 
2980,26-Oct-24,Stall /program/Function,Bamboo Next year plantation krna hai
2981,26-Oct-24,Stall /program/Function,Interested Farmer
2982,26-Oct-24,Stall /program/Function,"Orange,Mango F4F se plantation kiya hai"
2983,26-Oct-24,Stall /program/Function,Sitaphal Water Problemb
2984,26-Oct-24,Stall /program/Function,Interested Farmer
2985,26-Oct-24,Stall /program/Function," Next year plantation krna hai(Jambul,Mango,Lemon)"
2986,26-Oct-24,Stall /program/Function,Interested Farmer
2987,26-Oct-24,Stall /program/Function,Interested Farmer
2988,26-Oct-24,Instagram,Mango
2989,28-Oct-24,Peer to Peer,Mango
2990,28-Oct-24,Peer to Peer,Interested Farmer
2991,28-Oct-24,Instagram,Called to iinformation about F4F
2992,28-Oct-24,Stall /program/Function,"Mango,Jambul"
2993,28-Oct-24,Whatsapp,"Lemon,Mango"
2994,28-Oct-24,Instagram,Mango
2995,28-Oct-24,Stall /program/Function,Called to get information about F4F
2996,28-Oct-24,Stall /program/Function,Interested Farmer
2997,28-Oct-24,Stall /program/Function,Interested Farmer
2998,28-Oct-24,Stall /program/Function,Interested Farmer
2999,28-Oct-24,Stall /program/Function,Next year plantation krna hai
3000,28-Oct-24,Stall /program/Function,Interested Farmer
3001,28-Oct-24,Instagram,Alredy plantation is done called to get information about carbon credit
3002,28-Oct-24,Stall /program/Function,"Mango,Mosambi"
3003,28-Oct-24,Stall /program/Function,Interested Farmer
3004,28-Oct-24,Instagram,Interested
3005,28-Oct-24,Instagram,Vanvibhag
3006,30-Oct-24,Instagram,Called regarding job for any vacancy
3007,30-Oct-24,Instagram,Called regarding job for any vacancy
3008,30-Oct-24,Stall /program/Function,Mosambi
3009,06-Nov-24,Stall /program/Function,Jambhul
3010,06-Nov-24,Stall /program/Function,Sitaphal
3031,08-Nov-24,Stall /program/Function,Interested Farmer
3032,08-Nov-24,Stall /program/Function,"Sitaphal,Mosambi,Chandan"
3033,08-Nov-24,Stall /program/Function,Interested Farmer
3034,08-Nov-24,Stall /program/Function,Not Descide
3035,08-Nov-24,Stall /program/Function,Next Year Plantation krna hai
3036,08-Nov-24,Stall /program/Function,"Counat,Mango"
3037,08-Nov-24,Stall /program/Function,Interested Farmer
3038,08-Nov-24,Instagram,Interested Farmer
3039,08-Nov-24,Stall /program/Function,Interested Farmer
3040,08-Nov-24,Instagram,Interested Farmer
3041,09-Nov-24,Peer to Peer,Interested Farmer
3042,09-Nov-24,Facebook,Interested Farmer (Follow up of farmers who commented on the video uploaded on facebook)
3043,09-Nov-24,Facebook,Sitaphal  (Follow up of farmers who commented on the video uploaded on facebook)
3044,09-Nov-24,Facebook,Interested Farmer  (Follow up of farmers who commented on the video uploaded on facebook)
3045,11-Nov-24,Instagram,Lemon Mango Mosambi
3046,11-Nov-24,Instagram,Interested Farmer
3047,11-Nov-24,Instagram,Mango
3048,11-Nov-24,Instagram,"Plantation done 2 months ago, just want drip from F4F"
3056,12-Nov-24,Facebook,Mango Next year plantation krna hai (Follow up of farmers who commented on the video uploaded on facebook)
3057,12-Nov-24,Facebook,"Guava,Dragonfruit  (Follow up of farmers who commented on the video uploaded on facebook)"
3058,12-Nov-24,Peer to Peer, Just Want Orange 
3059,12-Nov-24,Peer to Peer,Just Want Mango
3060,12-Nov-24,Whatsapp,"Sitaphal,Bamboo"
3061,12-Nov-24,Peer to Peer,Interested Farmer
3062,13-Nov-24,Youtube/Google,Called regarding job for any vacancy
3063,13-Nov-24,Peer to Peer,Interested Farmer
3064,13-Nov-24,Instagram,Not Descide
3065,14-Nov-24,Instagram,Dragen Fruit
3066,14-Nov-24,Instagram,Interested Farmer
3067,14-Nov-24,Whatsapp,Interested Farmer
3068,14-Nov-24,Whatsapp,Interested Farmer
3069,16-Nov-24,Instagram,Interested Farmer
3070,18-Nov-24,Peer to Peer,"Sitaphal,Mango"
3071,18-Nov-24,Stall /program/Function,Farmer willing to visit the office
3072,18-Nov-24,Instagram,Called regarding job for any vacancy
3073,19-Nov-24,Youtube/Google,Called to get information about F4F
3074,19-Nov-24,Instagram,Called regarding job for any vacancy
3075,19-Nov-24,Instagram,Called to get information about F4F
3076,19-Nov-24,Instagram,Not Descide
3077,19-Nov-24,Instagram,Interested Farmer
3078,21-Nov-24,Instagram,Called to get information about F4F (Nature instititude for belsear of society )
3079,22-Nov-24,Instagram,Only Mango
3080,22-Nov-24,Poster/Flyer,Interested Farmer
3081,22-Nov-24,Instagram,Interested Farmer
3082,22-Nov-24,Stall /program/Function,Mix plants
3083,22-Nov-24,Youtube/Google,Interested Farmer
3084,25-Nov-24,Poster/Flyer, Alredy plantation is done (Bamboo)Called to get information about carbon credit
3085,25-Nov-24,Peer to Peer,Interested Farmer   
3086,25-Nov-24,Youtube/Google,Interested Farmer
3087,25-Nov-24,Youtube/Google,"Mango,sagwan"
3088,26-Nov-24,Youtube/Google,Interested Farmer
3089,26-Nov-24,Youtube/Google,Chiku
3090,26-Nov-24,Youtube/Google,Called regarding job for any vacancy
3091,27-Nov-24,Youtube/Google,Called regarding job for any vacancy
3092,27-Nov-24,Youtube/Google,Called regarding job for any vacancy
3093,27-Nov-24,Youtube/Google,"Lemon,Mango"
3094,27-Nov-24,Youtube/Google,Mango
3095,28-Nov-24,Youtube/Google,Krushimitra ropvatika ownner of nursary
3096,02-Dec-24,Youtube/Google, Alredy plantation done in Aug 2024 (mango) called to get information about carbon credit
3097,02-Dec-24,Youtube/Google,"Mango,Lemon"
3098,02-Dec-24,Youtube/Google,Mango and other plants
3099,02-Dec-24,Youtube/Google,"Mango,Sitaphal  "
3100,02-Dec-24,Youtube/Google,Deside after meet fild maneger
3101,02-Dec-24,Youtube/Google,"Mosambi,Lemon"
3102,02-Dec-24,Youtube/Google,Only Mosambi
3103,02-Dec-24,Youtube/Google,Appasaheb Deshmukh bahuddeshiye Sevabhavi Sanstha(Want to work with F4F)
3104,03-Dec-24,Youtube/Google,Lemon
3105,04-Dec-24,Youtube/Google,Interested Farmer
3106,04-Dec-24,Youtube/Google, Refrance-Manavlok engo ambejogai 
3107,05-Dec-24,Youtube/Google,Mango
3108,05-Dec-24,Youtube/Google,Called to get information about F4F
3109,07-Dec-24,Youtube/Google,"Mango,Sitaphal  "
3110,07-Dec-24,Youtube/Google,"Mango,Sitaphal  "
3111,07-Dec-24,Youtube/Google,Interested Farmer
3112,07-Dec-24,Youtube/Google,Alredy plantation is done (called to get information about carbon credit)
3113,07-Dec-24,Youtube/Google, Interested to Agroforestry but Not Desided Fruits
3114,10-Dec-24,Youtube/Google,Not Descide
3115,11-Dec-24,Instagram,Interested Farmer for plantation
3116,13-Dec-24,Instagram,Interested Farmer
3184,06-Jan-25,Instagram,"Mango,Sitaphal  "
3185,07-Jan-25,Instagram,Mango
3186,07-Jan-25,Instagram,Apple Bor
3187,07-Jan-25,Instagram,Called to get information about F4F
3188,07-Jan-25,Peer to Peer,Interested Farmer
3189,07-Jan-25,Instagram,Sitaphal   
3190,07-Jan-25,Instagram,Mango
3191,08-Jan-25,Peer to Peer,"Lemon,Orange"
3192,08-Jan-25,Whatsapp,Deside after meet field maneger
3193,08-Jan-25,Instagram,Interested Farmer
3194,08-Jan-25,Instagram,Pomegranate 
3195,08-Jan-25,Instagram,"Mango,Orange"
3196,08-Jan-25,Instagram,"Sitphal,Mosambi"
3197,08-Jan-25,Instagram,"Mango,Lemon"
3198,08-Jan-25,Instagram,"Jambul,Mango"
3199,08-Jan-25,Instagram,Interested Farmer
3200,08-Jan-25,Peer to Peer,Pomegranate 
3201,08-Jan-25,Instagram,Lemon
3202,08-Jan-25,Instagram,"Mango,Jambul"
3203,08-Jan-25,Instagram,Deside after meet fild maneger
3204,09-Jan-25,Instagram,Interested Farner
3205,09-Jan-25,Instagram,Job Regarding 
3206,09-Jan-25,Peer to Peer,"Lemon,Mango"
3207,09-Jan-25,Instagram,Interested Farner
3208,09-Jan-25,Instagram,"Mango,Jambhul,Ramphal"
3209,09-Jan-25,F4F_Team,Old Participant 
3210,09-Jan-25,Peer to Peer,Called to get information about F4F
3211,09-Jan-25,Instagram,Interested Farmer
3212,09-Jan-25,Instagram,Interested Farmer
3213,09-Jan-25,Peer to Peer,"Orange,Mango"
3214,09-Jan-25,Instagram,Sitaphal
3215,09-Jan-25,Instagram,"Mango,Lemon"
3216,09-Jan-25,Instagram,"Sitaphal,Lemon,Orange"
3217,10-Jan-25,Instagram,Bamboo
3218,10-Jan-25,Instagram,"Mango,Guava"
3219,10-Jan-25,Instagram,"Mango,Sitaphal  "
3220,10-Jan-25,Instagram,Orange
3221,10-Jan-25,Instagram,"Sitaphal,Mosambi "
3222,10-Jan-25,Instagram,"Sitaphal,Jambul,Orange,Mosambi,Lemon"
3223,10-Jan-25,Instagram,Guava
3224,10-Jan-25,Youtube/Google,Orange
3225,10-Jan-25,Youtube/Google,Mango
3226,10-Jan-25,Youtube/Google,Interested Farmer
3227,10-Jan-25,Youtube/Google,"Mango,Kaju"
3228,10-Jan-25,Youtube/Google,"Mango,Lemon,Sitaphal"
3229,10-Jan-25,Youtube/Google,Interested Farmer
3230,13-Jan-25,Youtube/Google,Jambul 
3231,13-Jan-25,Youtube/Google,Interested Farmer
3232,13-Jan-25,Youtube/Google,Guava
3233,13-Jan-25,Youtube/Google,Interested Farmer
3234,13-Jan-25,Youtube/Google,Called to get information about F4F
3235,13-Jan-25,Youtube/Google,Mango
3236,13-Jan-25,Youtube/Google,Sitaphal
3237,13-Jan-25,Youtube/Google,Interested Farmer
3238,13-Jan-25,Youtube/Google,Sitaphal
3239,13-Jan-25,Youtube/Google,Gujrat Se call tha Plantation keliye farmer interested hai
3240,13-Jan-25,Youtube/Google,Interested farmer
3241,14-Jan-25,Youtube/Google,Interested farmer
3242,14-Jan-25,Youtube/Google,Interested farmer
3243,15-Jan-25,Youtube/Google,Interested Farmer
3244,15-Jan-25,Youtube/Google,"Mango,Shevga"
3245,15-Jan-25,Youtube/Google,"Mango,Lemon"
3246,15-Jan-25,Youtube/Google,Mango
3247,15-Jan-25,Youtube/Google,Orange
3248,15-Jan-25,Youtube/Google,Interested Farmer
3249,15-Jan-25,Youtube/Google,"Peint Organic Farmer Producer Company se call tha oh keh rhe the many farmers companyse connected hai 2,500 Acre loand pe plantation ho skta hai."
3250,15-Jan-25,Youtube/Google,Interested Farmer
3251,15-Jan-25,Youtube/Google,"Mango,Sitaphal,Lemon"
3252,15-Jan-25,Youtube/Google,Called To Get Information About F4F
3253,15-Jan-25,Instagram,"Lemoan,Mango"
3254,15-Jan-25,Instagram,Called to get information about F4F
3255,15-Jan-25,Instagram,Interested Farmer
3256,15-Jan-25,Instagram,Mosambi
3257,15-Jan-25,Instagram,Mango
3258,15-Jan-25,Instagram,"Mosambi,Mango,Leamon"
3259,15-Jan-25,Instagram,Interested Farmer
3260,15-Jan-25,Instagram,"Sitaphal,Mango"
3261,16-Jan-25,Instagram,"Sitaphal,Shvega"
3262,16-Jan-25,Instagram,Interested Farmer
3263,16-Jan-25,Instagram,Jambhul
3264,16-Jan-25,Instagram,Mango
3265,16-Jan-25,Instagram,"Lemon,Sitaphal"
3266,16-Jan-25,Instagram,"Orange,Mosambi"
3267,16-Jan-25,Instagram,Interested Farmer
3268,17-Jan-25,Instagram,Interested Farmer
3269,17-Jan-25,Instagram,"Sitaphal,Jambhul,Mango"
3298,22-Jan-25,Instagram,Interested Farmer
3299,22-Jan-25,Instagram,Guava
3300,23-Jan-25,Instagram,"Sitaphal,Anjir"
3301,23-Jan-25,Instagram,Interested Farmer
3302,24-Jan-25,Instagram,3 year Sagwan 3 month mango 
3303,24-Jan-25,Instagram,Interested Farmer
3304,24-Jan-25,Instagram,Called to get information about F4F
3305,24-Jan-25,Instagram,Called to get information about F4F
3306,24-Jan-25,Instagram,Mango
3307,24-Jan-25,Peer to Peer,25 year old ngo shyog pragati ngo gujrat
